reviews,stars
"Price wise it's good ,got it in very good packaging n without any damages, build n sound is good .",3
"It is good for beginner, you can go for it in this price range.",4
"While tuning with guitar tuning app the E stainless string, which is the shortest first came lose then broke from the bottom side. Its Good that they have spare strings already given. Poor quality strings.Sound is good. Everything is okay.Guitar (beginners) 5/5Strings quality 2/5 (go for nylon strings)Sound. (5/5)Experience (3/5)Great quality except for stainless strings.",2
Nice product. But sound quality is not that great. Go for it if all you just want is fun. Not good for those who take the hobby seriously.,3
"Quality is not good. Strings are not proper, when you play it will not sound properly.",2
Good product according to the price.Good for beginners.,3
No doubt the price is too good. But if you want to gift someone or you wana just hang it on the wall you can buy it but if you wana learn guitar my watching you tube videos then do not buy the guitar as it is small and the channels are very less in this guitar. You cannot learn buy the guitar in the price range of 4000 thats a perfect guitar for learning.,2
This product is good for beginners,4
"Fantastic for beginners... Superb item.  I am not the guitarist so can't be more analytical about the technalities, but for beginners, itz superb..Some.issues are there with G & e strings...",4
It is a very good product for beginners but it don't have truss rod but again in this price it is negligibleGood in this price ₹3199,5
Its a nice product for such a price compared to others but the action is a little higher and difficult for begginers to deal with overall good product,3
Good quality affordable price but gap between string and fretboard is so high (action). Thats the only problem otherwise best guitar for beginners.,4
Not great Product But good for those who want to start learning,3
The action is too high ...,3
The packaging was not as good but I really liked it because it's really helpful for beginners and I am also a beginner :),5
How it sounds is secondary. I had doubts weather it will be handed to me in one peace or not. And the product is almost similar to that in the images,4
Very good at this price range,4
It's really good for beginners..... Don't take bad reviews seriously because may be the people who said bad about guitar are professional guitarist but it's really good in every manner,5
Good product.... Nic to start wit,4
Overall sound quality is okay.Has 18 frets. Whereas it should  be 21.Bridge and nut average quality.Color chipped off very first day..Strings are of good quality.And i dont think the wood is maplewood or indian rosewood as it shouls be naturally.,3
Good product for beginners at a very low price...,4
5 star for Amazon delivery on time n good packaging n for good service guitar is also good for beginners it sounds good i loved it and while tuning 1 string got broken so be careful n go for it good product,4
Good for beginners but it's first fret is to small it causes to hurt in our finger when we play E or B string in first fret,4
"Good for beginners,Easy to learn,good sound quality,was in good condition",5
The product was nice and awesome for beginners go for it and buy this guitar,5
Thanx juraze it's really good for beginners but {i  received it some damage }but I would handled it😊  it's sound note is wow peak also qualitative nd guitar also cool nd favorable in this prize ... feeling happy thanx Amazon,5
Gifted it to my gf. She loved it. 😍,5
"Better one to learn for beginners,",5
Great sound quality in this price range.,4
Best guitar to buy for the beginners.It comes with the cover and all necessary accessories to tune the guitar and also extra strings are present.A good idea to gift it to someone who is learning to play guitar.The surface is clean and with a little shine.,5
Sound okFor beginners very goodBut the problem is with the strings it blends the fingers,5
Superb,5
"Awesome guitar fro Juarez at an unbelievable deal. I bought it for my daughter after a long research and real search. The packing was excellent, as somebody had already said, that will easily fool others for a 40"" LED TV box. Well packed and well delivered on dot on the ETA. The size is perfect for my daughter. The carry bag, strap, strings supplied were of good quality. One can't expect more. Thank you Amazon once again.",5
Nice sound Quality,4
Go for it if you are looking a proper (but not very good) sound without spending more money,4
To good,5
All scratches on guitar,1
Sound quality not so good but overall its good for beginners,3
Great value for money as I wanted it for practice for my 11 yr old daughter at home.,4
Average but after 2 months fretboard was bend,4
Not a quality product.Just a working product to simply get awareness about guitar,4
This product is very amazing and sound quality is very well.it is good for beginners and also learn guitar .the packaging is very well maintained.,5
"quality is good,packaging is good...no issue with the guitar...satisfied with the buy..delivery was delayed by a day.... :(",4
Best in this price range,4
Best guitar for beginners. Sound quality is very good. Value for money. Easy to learn... Very much satisfied with the product 🤗🤗🤗🤗🤗,5
First i had received a damaged product. After replacing that got the good one.,4
Sounds really good. Although you sometimes need to press the high notes really hard. But overall nice.,4
"Using since a year now still st its best ,worth for the price",4
"I purchased it last month and i used it daily for 2 hours , no complain ..all works fine . Really good tone catch while learning",5
Nice one for beginners..,5
It's broken,3
Good product......,4
It's a good start for beginners in low budget...,4
"The product is amazing....suggested for beginners ....really good for beginners ,the sounds quality is also nice and the looks are amazing....  Too good....",5
The sound quality of the guitar is damn satisfying!The packaging was good.Black one looks lit!🔥,5
All are good but in bottom of the guaitarore cracks are there . BUT ALL ARE GOOD FOR BEGGINERS,5
Don't buy it,1
"I like the guitar.Looks good, produces good sound,Good price Range.But a major drawback is playing first fret on each string. Need to press the strings real hard to produce sound any sound. Painful to an extent.Hence rating 3.But Beginners, go ahead and buy it.",3
"Good for beginners, smooth and light.",5
"As per the price it's a good buy, may be size not fit for tall people , check dimension before buying .",4
Great sound quality and light weight guitar.Did not receive the plectrum and the quality of the bag is quite poor. The paint on the guitar is ruined at a few places.,3
"Good for beginners, quality is also durable",4
Pasand,5
It's best guitar for buiginers......but not if you are buying it to add a guitar to your collection,4
guitar quality is tooo good and sound quality is too good,5
"Well packed.No damage.Best sound quality, also the color is amazing. I'd like to always shop in amazon",5
A good quality product must buy .,4
It is good for beginner .it has lots of scratches on it and it doesn't seem finishing,3
Beginners must order this,3
,2
"It's good under 2200 budget. I am not sure about its compatibility, because I am beginner ,but it was good and working properly.",5
Nice product 😍,3
"A string is not fine,  otherwise good.  Always  recommend great product with  the great service. 😊",5
"Finally i got my product, but product was little damaged. A crack on the backside wooden panel. So i request to replace my order. By the way product is good in this price range.",1
Delivered on time without any scratches or wear and tear. Plays absolutely fine. Although a little smaller than the usual size but you dont have to play it in the rock concert of AR Rahman. So as far as size is concerned it is ideal for an amateur person willing to learn guitar.,5
AVerage ... strings not so good...SOUnd average..,4
Everything good but the gap between stings and Friet board is large. It should be less for better performance.,4
Smart good and talend for the beginning who think to learn and for photoshoot it's very amsome for just 2k cost almost well satisfaction,5
Good for biginers and sound quality is batter then price an it's not easy to play but you can learn.,2
To much,4
Received damaged product.,3
"I absolutely love this guitar. It sounds perfect. Also, it comes with a spare set of strings. This is a great product for someone who is just starting to play the instrument and does not have much experience. Altogether, it is worth buying at such a discounted price.",5
This was a gift for my girlfriend. She doesn't know how to play guitar but she liked it. Best at its​ cost. I hope it'll last until she learns she basics.,4
The guitar is awesome but the picks are too badMy picks got broke in one week.,4
Very good in this price range. Excellent for beginners...,4
Bought for my kid..He's happy with it :),5
Great product with great packaging..recieved it on time. Its the best option for all the beginners who want to learn guitar.,5
like,3
Bad,1
"There was no stings cord from which we play d guitar, I had to purchase 1 for 50 rupees",4
Very Good. Gifted to someone. They are happy.,5
Very good product person should must buy a part beginners the professional can also used very loud sound and yaa its too durable i mean it fallen one time from 6 feet but nothing happen not a single scratch must buy humble review,5
"Please spend a little more money and buy anything else as you will have press alot  to get any type of sound , difficulty in A major chord is warranty . And , get out of tune by itself .",2
https://amzn.to/3de0aPFBought it dor 1790rs under offer.1.Looks same as mentioned in the picture2.Best for a beginner3.Quality is good.,5
Worth for price. Good for beginners...,4
The Guitar I gifted to my nephew and he loved it. If you don't want to shell out a bomb on a guitar and want to learn as a beginner suggest to buy this one.,4
"Delivered on time, packaging was perfect and I love the Guitar I suggest you to buy it.🎸",5
"Great sound quality for an acoustic guitar at this dirt cheap price, comparable to Rs. 8k+ ones. I wish there was bridge adjustment mechanism as the steel strings are real hard to press at the top frets, you got to develop callous on ur fingertips for few days before you can play those, unlike classical with nylon strings. Worth every penny though.",5
"best guitar ....great sound quality.......look for other guitar only if you have a budget of more than 10k (assuming that you don't have any guitar till now) ........p.s: writing this review after 2 months approx and after learning 2-3 songs.......dude, if I took the effort to write this review, then believe me...like really believe me , it got something in it !!!!",5
This guitar is very nice for bignners,5
🖕🖕,4
Neck isn't strong enough. Nuts are worst. String arnt good quality and fret wire came out and fret board swallon,2
Awesome product for beginners.... super easy to learn and the sound quality is just fab... loved the item....❤❤❤,5
"The 'action' (distance between fretboard and strings) height is way too much. Not at all for beginners, as they will never be able to learn on it ever. Because of this huge action height, the finger tips would sour very quickly, trying to press the strings over the frets, I am afraid. Even for a fine veteran guitarist, the high action height means poor playability of the guitar. The overall product quality is horrible. And there is no truss-rod in the fretboard to make any adjustments, if one wishes. Moreover, the fretboard itself is awful and is made up of plastic, and would give-in any day. The top wood is very thin and does not look durable. Not worth a single rupee. And there is no money-back return policy. You can, at best, only ask for a replacement. So think twice before buying it.",1
"I liked it. According to its price, it is a good guitar. It has nylon strings which is good for beginners. Because nylon strings are not hard to press as compare to steel strings. If you want to learn a guitar, you can go with this guitar.",5
Initially received a product and String broke while I tried to tighten it. I was disappointed but now happy with replaced one .Worth for its price good guitar for beginners.,4
"A good guitar for beginner level. The wood material is  way too good than what I expected ,along carrying case & extra set of strings. Under this price tag, definitely it's too worth. Thank you for the amazing product ❤️",5
Strings get untuned very easily.. Guitar doesn't has perfect finish.,4
Nothing,4
It's good for beginners. It should have plectrum guard.,4
Good Instrument for a beginner!,4
"quality check is very important....higher frets are noisy and buzzy frets are not clear...i didtn return but ...okmy friend bought the same guitar his is good....so please maintain same quality.,,thank you",2
It's a good product..I am happy,4
Awesome in this price..,5
it is best for beginners,4
a good one for the beginners. U should go for it if u r a beginer,4
It's good for beginners . And strings are very soft and smooth,4
I liked that i want to know that how long will it move with me. Afterall nice guitar.,5
Very nice product n I use it everyday....,4
Sound quality,5
Its a very good guitar for beginners. Sound quality good. Go for it!,5
"Good guiter for beginners,  must bye ,",4
"Likes -> Sounds good, black finishing, freds, keys.Dislikes -> string quality is verry poor, its too weak.",4
Loved the guitar. Good quality. Just the strings are a little bit  sharp. That's why I gave 4 stars,4
"Packaging is good and it is value for money as I purchased in sale @ Rs. 2,190/-. Free set of strings and guitar cover bag. Good for begineers to learn notes and cords.",4
No Pick No extra string or strap in the package even through product description specifically mentions the same.,2
"The Guitar delivered with Good protection.it is a good guitar especially for beginners compared to this priceand it contains strings set,pects and a bag.overall experience of guitar sounds good",4
Nice guitar for initial learning.Thanks to Amazon for good deal got it in 1700 worth every penny.,4
this guitar sound box not so good quality woods string are very hard,3
Guitar is so beautiful ❤️ but I received a damage product 😯 strings are not arranged properly... I suggest better prefer offline stores for buying guitar,3
"Perfect for beginners, the quality is good, finish of the product, sound quality is perfect. No doubt it is value for money👍",5
"Packaging , Delivery , Guitar all are great !!! Must buy. Very happy for the guitar.. Fulfilled my wish for guitar 😍",5
Good for beginners. Good sound and strings quality given with this guitar. Overall ok.Con :- No port for connecting speakers.  Small fret board.  No truss rod.,4
The product is toooo gud.....Iam really satisfied n very happy wid this product ....n it worth the price.....,5
It is small guitar and poor sound quality I am not able to tune the guitar,3
"amazing ! for beginers to learn ,, sound quality nice , worth for the price , can buy blindly without any type of objections for this product !",4
I like this product because this is the best guitar under 2000rs.,3
Over all product is good and sound is really nice but  I din't get extra E string and got 2 A strings. so please just after buying,4
I Have received it today in Good Condition.i also received the extra accessories. But it's sounds too echoic. Not best but good at this price (2390₹).Delivery time- 6 and a half day,4
Nice product in this range,4
"Got the Guitar in a Good package without any Damage... As I started to play, Sounded little Different from Professional Guitars.... Need to improve sound quality but Ok for this price Range...",5
It's literally good... I really liked it,5
best for begainers....value fr money...buy its..,4
"It is very best guitar for beginners. I am 15 ,but according to my age my body size this guitar is fantastic. I love it.",5
"Not Good, initiated return already. Second star is only for Amazon's very nice packing, Didn't get it door delivered by courier, had to collect this big package & then again drop back for return at courier's location.About the product.1. Its smaller than the actual guitars, scaled down model one can say.2. Distance between frets is very less, difficult to place two fingers for an average person.3. Finishing on product (namely - paint) is good & no doubt its worked carefully.4. This guitar is Okay only for kids may be up to age 13 -14.Awaiting return & refund to be processed quickly.",2
Very good for Beginners.. value for money,5
"Appearance is quit good.Apt for the beginners. Small in size,good for young people.Quality is not bad.I m happy with this product.",4
Very goodSatisfied product,5
I got this guitar for ₹1999. I returned the damaged product and got new one on replacement. Packaging was very poor. There was no big box as described by other customers. I do not want to return this again. Fed up. Any way guitar sounds pretty good. So three star,3
i missed the quality of guitar the strings which i opened it and jammed it and it was broken i really hurts.,2
Very good and satisfying product but delivery was very poor takes 5 days,4
I loved the guitar...It is similar which is shown in display and loved it...,5
Easy to handle 👌,5
Awesome Guitar for beginners,5
"Gud for beginners , working class to buit impression .",4
"This is a very small guitar but very use full for beginner and having a good sound, 1 string set and 3 pick and simple cover with it. Enjoying and playing.",4
Nice for starting learners..,4
"Very good product but have taken a week to come,2 strings were brokenBut very good in this price range.",4
Best for beginners. As shown in the pictures 😃,5
"Good guitar for beginners to start with , sound quality is not that great but yes it’s good for beginners.",5
Very good for beginners when you get it check the action and apply lime or lemon water increases the life of guitar,5
Good product for learners,4
Fully satisfied with everything.. Can someone suggest me some good strings fr this guitar?,4
The guitar is awesome for beginners.. I started with this guitar and now I had used it for almost 2 years... And it works very well,5
It's ok but sounds not good,3
Gud packing and product,4
The guitar is pretty good if you are a beginner . The strings were disappointing and so was the guitar case . The product was well packed and I received it in a good condition .,4
"Guitar quality is good, worth the price..And sounds perfect..But should be careful with the strings, during the time of tuning 2 strings got broked..Rest it's worth it..",3
Go for it budget friendly,5
Good quality at price,4
Like it,5
Received it in a perfectly packed set. Package looked as if I had ordered a 50in led tv. Good job Amazon with the packaging.Guitar seems good for beginers like me and my son. Havent tuned it yet but the quality seems good. Bought it during oct sale for 2k so its moreof a steal. Nothing to complain. Came with a bag strap strings and pluckrrums as shown.,5
Superb 🔥 must buy,5
Ya its good for beginners for that price,4
"Excellent. Good for beginners. Using it for 2 months. But one string is little damaged ,but working fine.",5
It is an extrodinary product for beginners......I really amazed..it looks good to me and I suggest this product for beginners...,5
I really liked it.no damage found. Must go for it begginers.,5
"Sound Quality is just fine , Perfect for beginners.But received a damaged product",3
"Product is nice, got on friday, thanks for its quick delivery, however opened it on sunday as today is birth day of my son, but haven't  found the belt inside the box, not understanding  to whom should i call, talk directly",3
I feel peace of mind when i practice ☺️.,5
Best for beginners and sound quality is also good but deliver boy does not wear a mask or not follow any type of rules,5
"Nice product, but need improvement",4
For beginners its a good instrument.,4
"This was the worst product which I had ever purchased in my life... it doesn't even sound like a guitar .. Wen I tried to tune the same , the tuning pegs were immovable at the same time it was not able to adjust the string ...The bridge apart of the guitar was low quality plastic. Te strings quality was extremely poor ... I really waited for long to get delivered and I was really really disappointed ...",1
"I have always trusted Amazon but this is the first time I was disheartened because I just received the guitar and nothing else. There was no bag, no pick and no extra string.",2
Nice. For beginners,5
I got this guitar after 3 days(north gujarat) the firist sting E sting little rough some like used and i didn't get pick so little disappointed,3
Good product but not strong,4
Loved itIts wonderful at this price viz. Rs.1599The only thing that can worry u is its overall size... 38 inch... And yes u do receive a guitar cover ok quality... 2 pic... 1 extra pack of strings...,5
Superb,4
I like very much,4
What the heck the strings got broke and I tuned new strings,4
"GOOD AS PER PRICE COMPARISON , FOR A NEW LEARNER  ITS AWESOME FOR ME",4
"This a perfect guitar for beginners and within budget. I got this on 20th Dec at Rs.1990/- :DIts sound is amazing and this deal include a bag, strap, strings, and 2 picks, which is just like the cherry on the cake. I'm just not able to attach that strap to the guitar otherwise it is absolutely fine. Thanks a lot Amazon for this Christmas gift!",5
Nice for practice,4
Best product for the beginners and all . No fault in the product .ut was handed to me in an outstanding packaging. I think it gives us the best value of money .but must buy a guitar tuner with it .the picks were good .,5
"Not at all good for a beginning. Trust me I wanted to learn guitar and bought this just looking at the best seller sign. But don't fall into that trap.It's distancing b/w the frets is wrong and the distance b/w the fret and the string is too big, causing more pain to the fingers...",1
Bhaiyo Or Unki behno 😅😂😁Yrr This product Iss Awsome Iss Price m kya Jaan Loge kya Cheap price m inna acha Item milra h Buy This don't waist your time And Ha Follow. Me. On Instagram =The hunk khan And Fb AlfishaN Rock  Take care Guys Be hAppY Always Life Zra si h yrr,5
Strings are to far away from fret very hard to play,4
"Awesome product, completely satisfied",5
"Quality is not so good, but what will you expect at this cost. Product worth the price.",3
Very good product striing sounds are iconic  B U TLittle white patches or blemish are seen during unboxing,4
"I brought this guitar for learning.The arrived in good condition.Amazon packing was awesome as all ways.The guitar sounds good.The only set back is that, you have to push the strings too hard, the fingers hurt after playing some time.",4
Very much satisfied with packing sound and it's glossy finishDon't listen to any one just order it.,5
"The look is nice.. and product is good..Thanks Amazon and the Appario Retail private LtdFor giving the guitar in affordable price the product quality is good. Cool colour, good sound nice looks... Thanks for giving the string,, extra..",5
Delivery services are not up to the mark but good product,4
It is best at this price.,5
Good for beginner,5
Really worth for money,4
It's oky,5
A good guitar for beginners 😊,3
very good product 👌👍,5
Distance between string and wood is too high which makes you put extra effort to press a notes,3
"Light weight, Strings are great also provides extra pair of strings. Acoustic sounds.",4
Guitar is very good and best for Beginner. Considering the price  this is an amazing Guitar.,4
Product was as mentioned on the website.Packaging was awesome. The quality of this guitar is also good.I bought it for Rs. 2300/- and consider it the best deal for this price.,4
It is nice for the beginners and quality is not so high .,3
The product is good as per the price. Ordered for my husband and he loved it.,5
According to the price is good valuable working well till now.,4
Less price good quality. Sounds good! Excellent for Learners like me!,4
Very good guitar. Worth for its price. Delivery is very fast and Packing  is also good. Just one problem that the strings are  little bit delicate so handle it carefully while tuning.,4
The guitar is fine but it came without a pick.  Sometimes they play cheap tricks.  Be careful.,3
Best for beginners.,5
The Guitar quality is not bad..but one nob of the Guitar found defective and thus we ordered for replacement. We received a smaller packet as replacement and so we rejected that packed. After that we faced a lot of problem and at last we had gone for refund with the help of Amazon Customer care.,2
Guys this guitar is very good buy this guitar if you are a music lover and gift this guitar to your friends guys the sound of this guitar is very good,4
Damaged product.,1
Perfect for the beginners,5
It’s great ❤️❤️❤️❤️,5
For beginners,5
for beginners its a good choice 🙂,3
Good guitar for beginnersQuality of strings is good. overalll okk,4
"I'm a newbie. Had an idea of buying a Guitar since many years. As soon as I saw the offer in Amazon immediately ordered it. Delivery was with in three days. Product is good enough for absolute beginners like me. Fine tuned the guitar my self. I got a strap,pack of picks and a pack of strings.Over all  I'm satisfied with Amazon service and products.",5
"It's good stuff for beginners, value for money,What I liked was the packing,",5
"The media could not be loaded.
                



 Superb product for beginners very reasonable price I liked it very much u can buy this product",5
Good for this price,3
The quality is not that good... There are some dents...Okish product...,3
It's looking nice ...In begging its sound quality is nice .,3
It is good but I returned it because of some reason and it has been I think four-five days the new one is not come it is taking time,4
It's really awesome.....It's worth itIt's really look very nice and I really appreciate Amazon to give there loyal and good products as shown in Amazon website.👌👌,4
Gap between the fret board and strings have too much distance,4
"i don't know much about guitars, but i like this one very nic for this price",4
"Good for pure beginners.. although string are  too much above the neck, fingers hurt very badly..",4
For very young beginners only,3
Good quality and value for money.,4
Decent buy,4
"I'm satisfied with the product quality and Amazon's service. You have to tune the guitar yourself, sound is good.A must buy for beginners",4
This guitar is good for beginners. The sound is sufficiently loud and the packaging quality was good.,5
I love this product,4
Cover only one side strap is provided,4
I love this product for this price segment.,4
I was sceptical in buying a guitar from amazon since my son's music teacher strongly suggested against it. But after seeing this he was quite fine with the product and even commented that this can be used by my son for a long time.,5
Best in this price . I got it in 2200. Nothing can b better in this range.Strings quality is cheap u need to buy another one .Overall best product,4
This is great,5
It was delivered 2 days earlier... Nice Delivery.. The product was also in perfect condition and perfect quality.. But one problem was in the string.. One of the string broke just after 2-3 hours.. Else its good..you should buy it.!!,4
Awesome guitar for beginners.❤️,5
Product is good and spund is also good but the thing is it's not good for study.,4
First of all i would like to thanks amazon for providing such a beautiful guitar in this prizePacking is so hard...Finishing is awsmComfortable to carryGreat sound qualityNote. Perfect for beginnersNote. I know there are few negative reviews... It is only because some customer got defected pie....so dont be confuse just go for itAnd this guitar is better then jixingJust go for it....,5
This piece of guitar is amazing. I purchased it in an offer and the value of product to the money's worth is quiet good. The looks are attractive and the sound is great with the money's worth. If you are beginner this product is for you. Go for it. I like it. Glad I purchased this.,5
Best for beginners.. I took it for gifting someone and they loved it👌🏻,4
Nice product..,4
Brothers guitar is waste for beginners. And if you are trying to learn guitar it is definitely e waste of money please don't buy it. But it is good for show cage and show off. You could take it to shoots how are you can make tiktok videos from it but you cannot play properly the tuning is not good and it cannot play tunes of a b c d,1
Nice sound,5
Only good for beginners in good price,5
Medicore product for beginners. Looks better but performance could have been better,3
"Good product, economical and right sized. Could have been a five star but due to blunder of the packaging team incorrect color delivered the one I hate most",4
For begineer is perfect not for proffesionals,4
Guitar is good but pick and strap are missing. Seller forgot to send it seems.,4
Not that good one but for a beginner it's kind of ok,3
It's a very nice product same and shown in the images loved it,5
It's good for Beginners and I would like suggest to take this product.  Just a small scratch and somewhere color gone. But its not visible. So everything is prefect. Enjoy the guitar...,5
"Strings are not properly attached. I had to fix that myself. The E, A, D strings were not mellifluous.",3
Very nice guitar,4
Good for new learners,4
It is not a very good product but for beginner it is good at it's priceThe thing I dislike is its action is too high it's 4mm but in good guitar it is 2.5mm if you want to buy this item my suggestion is that don't buy it if you don't have more money to buy the good one plz wait some days and purchase a good one that will be a one time investment,1
Vry good,5
"This Guitar Is Acoustic Guitar And Small In Size.Brand New Guitar , Polished And In Excellent Condition , But Thier Are Only Two PicksProduct Shown In Image Is What You Gonna Receive",4
the guitar is really cool and it is must buy under such price. Great sound and looks.,5
Loving it..... Really a good product for beginners.Worth the money... Effective packaging..... Thank you Amazon,5
Defective piece...please create return request I'll order new one,3
For beginners easy to handle less weight,5
"The sound quality was not good, even after tuning the guitar. The sound of the guitar was much different then an actual guitar so i returned it.",2
VERY NICE GUITAR WITH GOOD SOUND QUALITY I RECOMMEND THIS GUITAR FOR OTHERS ALSO,5
I bought this for my sister and she's enjoying it.Probably not the best guitar out there but very good for basics who've just started playing it.,4
Not bad value for money,4
"Amazing guitar ... just as shown in pictures , bag extra string and picks were there in box ..Standard size guitar is 40 inch  and this guitar is 38 inch 2 inch less doesnt show much difference .. its perfect for beginners , very much reasonable price ,  painting is good , No dentings ...Overall the product is amazing ..",5
I pay for this only 1649/-U should go for it........it is good for beginners........,4
Very good dSound,5
great at the price for beginners,4
Guitar is amazing and sound quality is nice too.,5
This is so good for beginners. The quality of this guitar is good. But packaging is very poor.,5
Great,5
Take utmost care if you want to have this guitar for 2-3 years. It's light weight,3
a very good product in that price range. the piece quality is also good & especially very good product for startup kids.,5
Best guitar,5
My son is happy with the guitar. So am I. Thanks,4
The guitar is good according to price money...But the strings are weak...Those were broken when I set to tune them...,2
Perfect 👌,5
The packing was good. It's quite good for beginners. Better sound quality. And I loved it!,5
It's good for beginners and good packing by Amazon.4 🌟 instead of 5 🌟 because of fixing of belt for handling guitar.otherwise it's the best product in this price range.i loved it,4
Good for showpiece as decor,4
Good product. Delivered on time.,4
Sound is not that smooth,4
Good but Scratches And Paint removing while playing,2
I may be starter and don't have much knowledge on how to use but it just surprised me when I started using it.... Really good sound it produces and also ease in using..but only thing that can back you is the bag...,5
Perfect for beginners,4
Awesome product for this price. Go for it,4
Good quality,5
Beginners can buy this without any doubt. Excellent product. I got all other items along with the guitar. Sound quality is good. But u need to be careful in handling it.,4
"Good product according to price, beginner will enjiy using it.",4
it is nice and no words to tell about it,5
Good product... Beautiful😍💓,4
Worth for money.. Excellent guitar! I'm so excited.. It is very useful for beginners.. Sound quality is amazing,5
"This a good guitar for beginners at this amazing price. The sound is pretty good and they are providing a free bag, strings and two picks. Very satisfied with this product.",5
I liked it very much and its sound is also very good but the little packing was not done well,5
"Good for beginners but as stated by many, glues comes off really fast. My fretboard almost came off and neck itself has started showing cracks where it joins the main body. A bit disappointed, as it hardly been month I bought this.",3
I like the black color but there is too much gap between strings and fretboard and it's more harder to play fingers gets cuts and have pain,3
"Very nice product, working fine. I got the peace, which lost color in one corner.But, as per the performance wise guitar is fine.I suggest to buy this product from this provider.",4
As a beginner I think it's good,4
5 star,5
Please don't purchase.It's a totally wasteage of moneyNo Truss rodLower string not works,1
Looks like classic,3
Sound quality is not good.Not satisfied with the product 😕,2
Height is little short but overall the product is excellent!!! For a beginner it's the perfect one. Received the same as shown in the picture.,4
Gd for beginners,4
Good as expected,4
"Honestly saying the sound really sucks but if you need something to start with , for initial practice to learn guitar it is good...So if u are a begginer yay u can go for it.",3
It's amazing for beginners.Value for money.,4
"It is the perfect guitar for a beginner. Couldn't find any other guitar in the market for Rs. 2490. The sound is decent. Build quality is very good and it was  well protected by the packaging. Couldn't have asked for more at such a price. If you're considering to learn the guitar, then don't think, just go for this product.",5
"Value for money. Perfect for beginners. Economic & well built, structured & stringed",4
Its good for beginners and sound was good... Pls suggest if anybody knows about guitar which can be connected to speakers or home theater,4
It's a good buy for beginners,4
A decent product for beginners,4
"Product is good, but i don't get two picks with it.Help me out yrrHow do i play it without the picks",3
Good one,4
One of the E string broken when opened and it's knob was defective. Spent additional 500 to replace the same from Yamaha store. Otherwise it's ok. Am enjoying learning it.,4
This is the best one out there for beginners. The built quality and sound are both amazing.,5
The guitar is very good at this price but the only problem is that the low E string csn not be tuned perfectly it is always going up and down,4
"For 1990, it was quite a deal. The packaging was very good. The quality of the material used was okay, but good for its price. And most importantly, the sound was very good, again for its price. Even better than some full sized guitars. So far so good, my nephew better love it.",5
Good for beginners. You cab buy this. Revecived in good condition with all items .,4
"Nice, as expected.",5
"Good for beginners within budget, do not compare with quality products which costs above 7k.",3
I like this product,5
Just ok,4
It is 👍Amazing productNd to dought to purchase this productFinnaly ism satisfied😆😊,5
"Fast delivery, with good condition, so far all good, like the product quality value for money",5
As expected,4
"It's really good. I don't have much experience about guitar but when you hold and play this feel awesome like everything.Love it,it's my first guitar hope will purchase new one (electronic) once learn play musicThanks Amazon thnake juarezSantosh Singh",5
Amazing. I am a beginner and it is very good deal for me to begin my classes with. Everything about  the product from pacakaging to the quality is awesome. You are getting a good deal at a low price.,5
Looks good. But sound quality is not as expectd.,5
Really this is the best product in this price,4
Good for bigginer,4
Great product. I like the sound of it.,5
As expected... As per amount good product!,4
It is good for learner but it is not good for professional the sound is also different and buy if you buy a guitar again after learning,4
Too good for beginners,4
This is nyc guitar work is fast such a powerful guitar,5
Very nice,4
Better,4
Fast delivery and the product is awesome.....😍😍😍😍😍Loved it!!!Worth for the 💰 money!!,5
I got the item on 26th Jan and I like it but the cover is not suitable for this 🎸,3
Absolutely Worth the money for 2000 Ive played much much worse guitars (which cost more than 3 or 4 thousand ) I feel juarez is a good brand for people who want a guitar but cant spend 8-12k for one,5
I purchased this guitar in 2016 and I have been playing it until now.,5
👌,4
Nice guitar. Bought through lightning deal during Diwali as a gift for my son. Good for beginners or  learners.,4
Gud quality for beginners,3
Value for money,5
NICE,4
Very bad. Please my comments. Never buy this guitar in your life. E string will break. So bad quality. Can't tune that string either. Did not get bag and accessories also first time. On return I got the accessories. But the B and E string were not getting tuned proper again. The tuner knob doesn't retain tension well on the strings.,1
I like the guitar and the chip of the guitar is very strong  and it is easy to play..😁😁😁😁😋😋,5
I had a very pathetic experience with this guitar.Don't buy this. Please read this completely.Disadvantages are as below1) strings are very tight and hard2) low quality strings3) sound quality average4) tuning pegs gets hard with time5) very small frets6) more gap between the fretboard and the strings.7) asymmetrical8) strings are very hard and it gives burning sensations every time i play the guitar.,1
Awesome guitar in this price range but the fretboard and size of guitar is  little smaller than general size of  guitar.,4
It is a good product aound quality is also good.,5
Its good for begginers,5
The first one is broken... But this replacement i got is very good comparing with the price.. n it's good for beginner like meThank you  Amazon🙏,4
The guitar was safely delivered and the quality is bang on.. and for beginners its the best instrument...,5
Sounds different from normal acoustic guitars.,4
Guitar I like it,5
The base of the guitar is very high unable to concentrate on the rhythm,3
Nice great guitar for the beginners,4
On this price it is the best you can get,4
The guitar is excellent no words for the guitar........But the delivery was soo worst the box was damagedPlease take care of the delivery tooThanks,4
It's not perfectly tuned (placement of it's frets is not proper). Best choice for beginners though.,4
For beginners,3
Nice gitar,5
Very good in this price range. I'm trying to learn . Good sounds and finishing of the body. No any damage. Go for it........,4
"For beginners, it's value for money. Value can be enhanced if Kepo is included.",5
Good for beginners. Not so high quality guitar.  Though string provided for high pitch breaks easily if tried to tune perfectly. So good for new learner's.,3
Good for beigners but strings are not much stronger.. this can be much improved,4
