reviews,stars
Distance between fade board and string is too long ..,1
Good products  butt very light wieghted,5
Awesome sound quality.. best for beginners and easy to play..,5
Too good sound quality and finishing in this range,5
"I have not recieved cover,  extra string,  belt,  .. Only got guitar,, whatever is mentioned in order have not recieved with it..",1
Nice guitar...if you are a new or begginer guitarist so you can buy this guitar...,5
This Guitar is too small if possible put guitar length specification on portal.,2
Sounds are very sweet,5
"It's so good,love it 💟💟💞💞",5
Good sound,5
It is broken,1
Great Product,5
Very good,5
Its an alredy used guitar there are so many strains and scratches are there in the body of guitar,1
This was amazing but missing some assisirise,1
Not standard guitar gap between strings and frets very much. For beginners use good comfortable guitar or u will be demotivated. Replacement product they send me used one with scratches and not new packaging easily caught.,1
Sound quality is not good and i bought this item two time but product damage,1
Very nice guitar for Beginners in Low Range.,5
What else to expect at this price.,5
I like it,5
Packing is very badBag is missing,1
Please I request for return.,1
Bad quality,1
Awsm...a bit scratches on the fret board 💝,5
it is really good guitar at this price,5
nice guitar,5
Good,5
Garbage broken,1
The neck of the guiter is damaged.,1
"Superb, nice, stupendous fantabulous fantastic",5
"As expected ... Love it ... ,😊",5
Local Quality guitar,1
I get a broken one 💔,1
I think it is best guitar in the world.,5
Sorry low quality sound and I don't need this ..........if you can't refund me plz plz plz apne pass he  rakh le and friends don't go for this ...... Waste of money.,1
"Unbelievable product....really it sounds good, best product at best price....go for it...",5
Strings Poor quality,1
Waste of money...,1
Not value for money same Guitar 1600 rs in 4 years  back but now 2100,1
nice product..tuning also ok..sound also perfect..,5
best product of the world for me,5
i miss u,5
Good,5
Sound quality.. and manufacturing defects,1
Its broken,1
Best packaging I ve ever seenA must buy product!!,5
Nice.......very good product.....parking was excellent good sounding,5
Very nice guitar fully satisfied with this,5
"Not an ideal guitar,poor performance.",1
Very good guitarI love it,5
Nice guitar i like the color and it was awesome.,5
verry very gud guitar,5
Strings of the guitar are not of good quality and it is not tunning properly while tunning the strings of the guitar get broken,1
"worth to buy , kids are enjoying",5
"only for 12,13 age kids ...",2
fantabuless clear sound cool desine excellent,5
Very good,5
Very nice sound and product,5
Poor quality....,2
awesome product,5
No sound,1
"Nice product with nice packaging from Amazon ,thanks",5
Value for Money,5
Poor quality,1
On a neck have crack,1
Awesome,5
Nice one.. kind of a prized possession for my brother..,5
Good finish,5
Damage Product,1
Awesome guitar,5
The Fred’s rod had been bent and it’s not at all gud waste of money ur hand wil get roast if u use this keyboard 🎹,1
Product and quality of sound is not good,1
Love it....!!,5
NICE PRODUCT AND DELIVERY SERVICE.,5
Nice guiter,5
Nice instrument,5
Pathetic and very bad quality,1
So crispy and loud. My vocabulary is poor to describe :),5
It get out in 10 min.Strings also break.,1
I liked it. Excellent product. Worth it.,5
Bad,1
Very poor quality,1
Dont waste money,1
Nice one for low price :),5
Local quality,1
Nice ....amazing,5
Not good,1
Good but...,2
Plz,5
string was bad,1
Love u amazon u nailed it,5
Worst!!,1
very bad product,1
I got a damaged product. The back was cracked beyond repair.,1
b,5
Sound quality is not good as per its rate,1
Good,5
Awesome product & great job for Amazon,5
Waste,1
Ok product,1
I ordered a guiter with a rock logo but it delivered to me it's very simple n small so I did' t like so sad,1
No performance strings dammaged and poor quality,1
Very bad sended scratch product very dissappointed,1
Awesome,5
Piece is good. I like,5
Don't  even dare to buy,1
"Very bad quality, string height is so high that it makes it almost unplayable",1
Very bad quality,1
awesome product,5
Bad quality. Accesories missing.,1
Very bad product ....plz don't waste your money....,1
Product is good for finger exercise bt not for practicing or playing songs,1
Good,5
Verybad sound and very bad wood,1
Very nice,5
It is very good for beginners but it's packaging was not better and his sound smoothand beautiful✨😍 thanks Amazon for the guitar sound.,3
It sucks,1
"Guys, dont fall for the price. It's the worst guitar that you can buy. It's a waste of money and dont fall for the trap.🤢😡🤬",1
Its good but not the best.,1
I got a damaged one,1
Actually I gifted to my friend and he is happy with this Guitar,3
This guitar is very good,1
No finishing. Here and there small damages. Not worth. Dissopointed...,1
Didn't get anything but the guitar ....the so called bundle was incomplete,1
The thing is for someone it can be small. I  can't play G chord A chord because of the small size.. Beware,4
Worthless......Sound box is a very very bad quality....,1
This is returned to you not replacment. Kindly deposit my amount.,1
Sound is not clear alot of extra vibration,1
Good for beginners but not great,3
So bed worst quality,1
I have got this with one string broken,1
Strings very loose & poor quality.,1
The packaged is already opened and I didn't get the picks extra strings and strap too.,3
"If you are a beginner, then it is a best choice. Good product at an affordable price.Nice packaging and the items provided were in good condition.Sound Quality, design and overall look is perfect for me.",4
String is broken,1
The internal finishing is not good and made with broken wooden parts.,1
Its not good,1
Worst guitar,1
Very good quality product.but delivery is very very slow. fast delivery is not possible....But quality is good...By now for budget guiter,4
"Thank you give delivery one day before, I don't know abt the quality bcz I m not paying this instruments.",4
I loved dis guitar for beginners.....my 1 st guitar n really suprised that....go for it...color was shown as same as picture...packing was good n delivery also..thanks for Amazon such a lovely guitar provide me as a low range .....😊😘,4
"Don't go for it cause after some time you will realise that you have made a mistake it is just a below average guitar below average sound quality so, add some more money in your budget.",2
Low quality wood n half made of plastic,1
Good product,3
It has arrived in the broken condition.,1
Great value for money. Getting what you paid for. Perfect for beginners,4
Suprbb quality for beginners....free mind u can buy this giutar..and saving money and helping beginners to learn giutar...sound quality also good and strings are so perfect and smoot to changing cords,5
"Ummm....  It's considerably small than general guitar, but again it's cheap than them also.  Being cheap, it certainly used cheap material to build the item. Guitar comes untuned,  so don't worry and tune it up first. Sound quality is up to mark,  no problem there once tuned up.  If you are a beginner, just like me,  than i strongly recommend that you use Yousician app for learning from the very basics.Lost 1 star for its material qualityAnother star for its size",3
"Good guitar ,arrived very soon ,fair for the price but it tuNe little weird sometimes😐🙄",3
"Very bad quality! The neck of my guitar bent within a month! It's not playable anymore. Wrote email to Juarez music, they didn't respond. It a waste of money!",1
Good,4
Luv this product .. beginner must buy it.,4
Not for Experts..only for beginners those who don't know how to play Guitar...,2
Good,4
Received completely a damaged guitar worst sound.worst body material.one of the worst guitar among all.dont buy please anyone . Requesting Amazon service kindly remove this item from Amazon,1
Very nice Good quality sound is epicOther things are also nice  it is very nice string are very nice👍👍👍👍👍👍👍👍👍👍👍👍👍👍😀,5
It is very good.It is good for beginners.It's sound quality is not so bad.You can by it if you want.,5
Its many have crack,2
Worth its price. It's good for beginners,4
The guitar tune is set to EAADGB instead of EADGBE and it's not even the tuning problem the strings needs to be changed in order to make it right which will take a professional to do it. Not worth paying for it and still go thru the pain of doing this.,1
"Have seen some reviews saying guitar is good, etc., so am putting this review. This guitar is NOT good and anyone who says anything else either doesn't know to play guitar or is writing on behalf of Juarez1. String s are high above the fretboard, making playing hard2. Fretboard is plastic, not ebony as mentioned in listing.3. Fretboard is exactly flat. This is not ideal for playing chords at all. Only lead playing is possible with this guitar, but with lot of effort. If anyone disagrees, put up a video in colour showing the guitar model and playing the barred F chord at fret 1.4. No truss rod. So no chance of any adjustments. I was told to use this guitar as a showpiece by a renowned music shop5. Bridge is plastic also.6. Tuning pegs are wobbly. Remove a string and try to move the tuning peg - if it moves, it's not good and will not hold strings in tune.7. Guitar is extremely light. This means that only ply wood is used throughout and the quality of the instrument is poor.Buying this guitar for a beginner will guarantee that he will quit playing guitar very soon. As suggested, go to a reputablemusic store and ask for a good guitar. The worst guitar there will be better than this Juarez",1
Gud sound quality but small in size Strings is little hard but..overall nice.. packing is also very safe delivered carefully..,3
Very nice product. It is strong and child friendly. Child can use is very easly. Also carriable. Cover is also nice.,5
It's pretty good for beginners. Nice built and finishing. Sound is also satisfactory.,4
Good 😍 and easy to bajane wala 😂 but very good product safe and sequre delivery and good of sound quality.,5
Item is not satisfactory at all. Product is not value for money... Want to return it back today without wasting time...Worst experience... Going to leave amazon permanent.... Worst experience with Amazon too.... Dont want to give a single star,1
Osam guitar exalent. Sound good colour nice,4
"They sent damaged piece, So I am returning it.Worst quality and also it's not worth to buy. It looks like a show piece.",1
It's average.  Iska bag ftaa huaa niklaAmazon service is not good. Iske worker ne ise ghr tk nahi pohchaya.. they do not give the home delevery.  Hm khud ise le kr aye sehr se.,4
"This is a very good guitar for beginers, except the strings. Buy some good qulity strings and you are good to go..",4
Everything is coolWorth it,4
ok,4
This guitar is best for beginners to learnSound quality and body of guitar is goodValue for money,5
Product is good I like it n i give it some one who like it so much thanx for this deal,4
"this guitar is smaller than the standard size but is the perfect size for me.it sounds amazing for such a cheap priceyes, the action is kinda high making it hard to press the strings but come oni don't think any other guitar will be this good at this priceit's worth it!and also, i got the same guitar as shown in the pic.",4
Product is awesome and colour is superb.,5
"Looks are superb but not for professional users , i like it. this guitar for beginners not for professional's  only buy for practice",4
The item is not bad but sound is not good,5
It's really Gud for beginners,5
Guitar looks good but string and fret distance is too much which makes it very painful to play. You have to press strings hard which hurts the fingers.Won't recommend it.,1
"Good quality ,beautiful and good sound",5
Amazing guitar for beginners and and sound very good.You will definitely love it.,5
Superrrr I like it...... Thanks for amazon,5
Amazing 🤩💖💖💖💖🥰🥰💖🥰💖🥰🥰🥰🥰😘😘,5
Worst can easily break telling from experience Dont waste your money trust me . . . . . . .,1
Good,5
All gud but i got damaged peiceOr no strings are available in this pack,5
"It is very good product, I am very happy from it , everything was good , I recommend you that you should purchase this one if you are thinking to buy a guitar if you are a begginer..",5
Frate number is missing,2
Bag is of very low qualityAnd guitar's  sound is also some differentNot good do not buy this product,1
Great,5
"The media could not be loaded.
                



 I really feel more easy strumming, more comfortable. I strongly recommend this for beginners. JUAREZ i appreciate this company for giving a such kind of material at great price.....i m going to buy electric guitar of JUAREZ soon.",5
Very nice guitar but try to improve delivery speed,5
"My 1st guitar ! It has amazing look, & beautiful sound.  I have fallen in love with this one !",5
"As shown on status delivered but sorry to say that no pack received by me Or my family members on 20th October, now tell me where the material delivered and to whom",1
"Osm product, good packaging, Nyc soundI purchase this guiter for my brother and he's very happy with this guiter",5
Nice music good lucking colour 😊👌,4
I like this guitar very much...i spent only 2390 to buy this and it's amezing.. this is the best guitar for the beginners who want to play music...,5
Super product !!!,5
"Slarp,picks, extra strings, guitar bag not found ln the box",1
NEVER BUY THIS FOR BEGINNERS ONLY BUY YAMAHA GUITAR ONLY.,1
Great product,5
Description says....  Guitar is cutaway...  But pics are of dreadnought guitar... Please tell...  Dreadnought or cutaway?,4
"Pros- Low cost- Reasonable toneCons- Cheap, flimsy construction, Fret board scratched within one week of playing.- Poor quality strings, dropped a note every time the guitar was stored after playing. After re-tightening, the higher E broke.I guess you will have these drawbacks with such a low cost guitar.",1
Good,5
Awesome,5
Good.,5
Good guitar. It is very useful for Me and my kid.,5
Its very nice I love it and packing also good sound quality so good its best for beginners,5
Not a nice product to buy I just wasted my money buying this I recommend to not buy the product,1
Awsm product everyone has to buy...,4
"while tuning the guitar, the string just broke...",1
"Thank you so much Amazon. You just made my day by unbelievable package in a huge box with so many airbags inside and deliverying the product before time. The product is very good and have a very good sound quality with awesome picks, strings and a bag. Thank you so much.",5
It is broken,1
Its built quality is best! Superrrrrr ...I like this product !,5
One string has problem,5
worst product.dont buy...,1
Paisa barbad .. Not a good guitar .  3 mahine bi thik se nei chala.,1
Nice,5
The quality was super bad... Do not Purchase.,1
Product material quality very bad only look better parformance poor,1
It just look like professional but it's not.too light in hand and sound quality is not good.looks is very beautiful but it not for works.,1
Low quality voice,1
Nice guitar..Thnku Amazon,5
Overall good product,5
Best,5
Excellent,5
MY.NAME IS AKSHAY KUMAR A.R.RAVINDER KUMARFROM DUMARIYA BHAGALPUR PATNA BIHARTHIS PRODUCT IS VERY NICE,5
"The media could not be loaded.
                



 I brought this guitar for my sons beginning learning. Hope he learn so fast & I'll buy another one for him...Thank u juarez fir giving us this at very affordable price",5
,5
Very good product 👍👍👍,5
The quality was just great. Loved the product except for the fact.. the 1st (thinnest wire) broke only on 3rd day of usage. But thanks to extra wires provided it was fixed😊.,4
Good,5
All in all an okayish guitar meant for beginners. But a great one to start my music journey. The string quality provided is not so nice though.,4
"Good for a beginner I am enjoying it, it arrived in a very good condition with great sound quality. It is an 18 fret guitar, so you may not be able to play all the songs you want. Suppler clearly made note of this in their description of the product.",5
Average,3
Satisfied,5
Very good product🎉🎉❤️❤️❤️❤️,5
